,mean_expression,variance,cv,samples_expressed,max_expression,detection_rate
ENSG00000158089,39.0,,,1,39.0,0.04
ENSG00000158825,188.0,68656.0,1.3937388284503176,2,488.0,0.12
ENSG00000158966,13.0,,,1,13.0,0.04
ENSG00000161888,8.2,25.7,0.6182337483014991,1,16.0,0.2
ENSG00000163083,4.5,0.5,0.1571348399144887,0,5.0,0.08
ENSG00000163421,416.3333333333333,329492.3333333334,1.3787371355936695,2,1073.0,0.12
ENSG00000163534,12.666666666666666,82.33333333333333,0.7163503988458391,1,23.0,0.12
ENSG00000163564,2.0,1.0,0.4999999975,0,3.0,0.12
ENSG00000163739,8.333333333333334,57.33333333333333,0.9086253342376932,1,17.0,0.12
ENSG00000164047,33.666666666666664,1476.3333333333333,1.1412797028218813,2,76.0,0.12
ENSG00000164120,147.5,14620.5,0.8197644716928947,2,233.0,0.08
ENSG00000164142,12.0,63.0,0.6614378272149495,1,21.0,0.12
ENSG00000164649,7.666666666666667,5.333333333333333,0.3012262270103792,0,9.0,0.12
ENSG00000164683,3.5,12.5,1.0101525416660606,0,6.0,0.08
ENSG00000165185,10.166666666666666,58.96666666666666,0.7553090772368684,3,19.0,0.24
ENSG00000165626,6.0,18.0,0.7071067800080362,0,9.0,0.08
ENSG00000165730,4.8,6.700000000000001,0.5392574616075797,0,8.0,0.2
ENSG00000166426,4.0,,,0,4.0,0.04
ENSG00000166573,1.0,,,0,1.0,0.04
ENSG00000166793,11.0,44.5,0.6064392750907976,2,20.0,0.2
ENSG00000166796,5.0,1.0,0.1999999996,0,6.0,0.12
ENSG00000167105,3.5,4.333333333333333,0.5947617124338616,0,6.0,0.16
ENSG00000167390,1.0,,,0,1.0,0.04
ENSG00000167434,15.75,617.5833333333334,1.577855489829147,1,53.0,0.16
ENSG00000167634,5.0,,,0,5.0,0.04
ENSG00000169877,3.0,,,0,3.0,0.04
ENSG00000169994,38.0,,,1,38.0,0.04
ENSG00000170381,2.0,,,0,2.0,0.04
ENSG00000170837,17.0,512.0,1.3310245285093691,1,33.0,0.08
ENSG00000170956,54.5,6481.666666666667,1.4772256637838477,2,174.0,0.16
ENSG00000171017,2.5,3.0,0.6928203202562696,0,4.0,0.16
ENSG00000171388,8.5,61.1,0.9196057516645957,1,24.0,0.24
ENSG00000171481,1.0,0.0,0.0,0,1.0,0.08
ENSG00000171557,6.0,,,0,6.0,0.04
ENSG00000171843,7.571428571428571,49.952380952380956,0.9334697882461012,2,21.0,0.28
ENSG00000174175,6.0,,,0,6.0,0.04
ENSG00000174226,2.0,2.0,0.7071067776510137,0,3.0,0.08
ENSG00000174611,4.666666666666667,30.333333333333336,1.1801936861751783,1,11.0,0.12
ENSG00000174697,16.0,,,1,16.0,0.04
ENSG00000175505,6.5,4.5,0.326356975430165,0,8.0,0.08
ENSG00000175800,13.0,,,1,13.0,0.04
ENSG00000175928,15.333333333333334,196.33333333333334,0.9138195453598438,2,31.0,0.12
ENSG00000176204,5.0,,,0,5.0,0.04
ENSG00000176318,4.0,13.333333333333334,0.9128709268930996,0,10.0,0.28
ENSG00000178803,4.25,6.916666666666667,0.6188130902325771,0,8.0,0.16
ENSG00000179577,1.0,0.0,0.0,0,1.0,0.08
ENSG00000179869,17.666666666666668,352.3333333333333,1.0624836390439591,2,38.0,0.12
ENSG00000180316,19.0,,,1,19.0,0.04
ENSG00000182263,7.0,9.0,0.4285714279591837,0,10.0,0.12
ENSG00000182795,6.0,0.0,0.0,0,6.0,0.08
ENSG00000183019,231.0,132525.0,1.575930012855362,2,651.0,0.12
ENSG00000183607,5.0,,,0,5.0,0.04
ENSG00000183911,6.5,60.5,1.1966422432439385,1,12.0,0.08
ENSG00000183918,2.0,,,0,2.0,0.04
ENSG00000185385,1.0,,,0,1.0,0.04
ENSG00000186205,50.6,9223.300000000001,1.8979844523369918,2,222.0,0.2
ENSG00000186526,1.5,1.0,0.6666666622222223,0,3.0,0.16
ENSG00000186529,107.75,30995.583333333332,1.6339269203059932,2,369.0,0.16
ENSG00000187416,4.5,4.5,0.47140451974346603,0,6.0,0.08
ENSG00000187918,4.0,,,0,4.0,0.04
ENSG00000187999,1.0,0.0,0.0,0,1.0,0.12
ENSG00000189120,7.0,,,0,7.0,0.04
ENSG00000189127,2.0,,,0,2.0,0.04
ENSG00000189238,1.0,,,0,1.0,0.04
ENSG00000189337,4.6,18.3,0.9299673734656119,1,12.0,0.2
ENSG00000196132,1.0,,,0,1.0,0.04
ENSG00000196420,2.0,,,0,2.0,0.04
ENSG00000196427,1.0,,,0,1.0,0.04
ENSG00000197208,24.0,1636.5,1.6855698831450778,2,96.0,0.2
ENSG00000197561,4.0,,,0,4.0,0.04
ENSG00000198216,23.0,,,1,23.0,0.04
ENSG00000198734,591.5,473364.5,1.163169734713236,2,1078.0,0.08
ENSG00000199545,4.0,1.0,0.249999999375,0,5.0,0.12
ENSG00000200389,6.0,,,0,6.0,0.04
ENSG00000200488,1.5714285714285714,0.619047619047619,0.5006882283852659,0,3.0,0.28
ENSG00000200594,4.0,,,0,4.0,0.04
ENSG00000200834,19.0,,,1,19.0,0.04
ENSG00000201104,2.0,,,0,2.0,0.04
ENSG00000201758,1.0,,,0,1.0,0.04
ENSG00000201901,1.0,0.0,0.0,0,1.0,0.08
ENSG00000202279,7.0,,,0,7.0,0.04
ENSG00000202392,6.833333333333333,27.366666666666667,0.7655584319569121,1,14.0,0.24
ENSG00000203724,5.5,21.666666666666668,0.8463175768714797,1,12.0,0.16
ENSG00000203739,7.0,52.4,1.034112059714346,1,21.0,0.24
ENSG00000204052,5.0,0.0,0.0,0,5.0,0.08
ENSG00000204603,4.0,,,0,4.0,0.04
ENSG00000204657,7.0,,,0,7.0,0.04
ENSG00000204933,16.5,220.5,0.8999540846010882,1,27.0,0.08
ENSG00000205307,5.666666666666667,2.333333333333333,0.269563275698173,0,7.0,0.12
ENSG00000205716,5.0,,,0,5.0,0.04
ENSG00000206588,1.0,,,0,1.0,0.04
ENSG00000206764,1.0,0.0,0.0,0,1.0,0.08
ENSG00000207005,5.0,,,0,5.0,0.04
ENSG00000207133,5.0,,,0,5.0,0.04
ENSG00000207588,4.5,0.5,0.1571348399144887,0,5.0,0.08
ENSG00000211697,6.0,8.0,0.47140452000535754,0,8.0,0.08
ENSG00000212402,5.5,14.333333333333334,0.6883525255121195,1,11.0,0.16
ENSG00000212418,7.0,,,0,7.0,0.04
ENSG00000213085,11.0,8.0,0.2571297383795357,1,13.0,0.08
ENSG00000213260,1.3333333333333333,0.3333333333333333,0.4330126986446241,0,2.0,0.12
ENSG00000213386,1.0,,,0,1.0,0.04
ENSG00000213714,4.333333333333333,0.33333333333333337,0.13323467719783363,0,5.0,0.12
ENSG00000213761,1.0,,,0,1.0,0.04
ENSG00000213842,3.4,3.3,0.5342912373869361,0,6.0,0.2
ENSG00000213949,6.5,12.5,0.5439282923836084,0,9.0,0.08
ENSG00000213994,5.333333333333333,0.33333333333333337,0.10825317527008015,0,6.0,0.12
ENSG00000214216,5.0,0.0,0.0,0,5.0,0.08
ENSG00000214487,2.0,,,0,2.0,0.04
ENSG00000214659,5.0,,,0,5.0,0.04
ENSG00000214695,2.0,,,0,2.0,0.04
ENSG00000214896,1.0,0.0,0.0,0,1.0,0.12
ENSG00000215162,2.0,,,0,2.0,0.04
ENSG00000215351,1.0,,,0,1.0,0.04
ENSG00000215464,6.0,50.0,1.1785113000133938,1,11.0,0.08
ENSG00000216306,5.0,32.0,1.1313708476357345,0,9.0,0.08
ENSG00000216316,9.0,98.0,1.0999438806235806,1,16.0,0.08
ENSG00000217644,5.0,18.0,0.8485281357268007,0,8.0,0.08
ENSG00000218713,4.0,,,0,4.0,0.04
ENSG00000218772,2.0,,,0,2.0,0.04
ENSG00000220660,1.0,,,0,1.0,0.04
ENSG00000220739,1.0,,,0,1.0,0.04
ENSG00000221571,4.0,,,0,4.0,0.04
ENSG00000221996,6.0,,,0,6.0,0.04
ENSG00000223044,4.0,3.0,0.43301270080968757,0,5.0,0.12
ENSG00000223177,5.0,,,0,5.0,0.04
ENSG00000224142,1.0,,,0,1.0,0.04
ENSG00000224476,1.8333333333333333,2.5666666666666673,0.8738628927387783,0,5.0,0.24
ENSG00000224568,1.0,0.0,0.0,0,1.0,0.2
ENSG00000224745,9.857142857142858,166.47619047619048,1.30895589535175,1,39.0,0.28
ENSG00000225165,3.2857142857142856,2.2380952380952377,0.45531240651006394,0,5.0,0.28
ENSG00000225420,11.0,,,1,11.0,0.04
ENSG00000225564,1.0,,,0,1.0,0.04
ENSG00000225611,6.2,15.700000000000001,0.6390842814259592,1,11.0,0.2
ENSG00000226012,10.0,,,0,10.0,0.04
ENSG00000226081,1.0,,,0,1.0,0.04
ENSG00000226501,8.0,,,0,8.0,0.04
ENSG00000226577,2.0,2.0,0.7071067776510137,0,3.0,0.08
ENSG00000226891,5.0,23.666666666666668,0.972967966009159,1,14.0,0.28
ENSG00000226982,1.5,0.3333333333333333,0.38490017689374934,0,2.0,0.16
ENSG00000227073,1.3333333333333333,0.3333333333333333,0.4330126986446241,0,2.0,0.12
ENSG00000227080,4.5,24.5,1.099943879401421,0,8.0,0.08
ENSG00000227161,9.0,,,0,9.0,0.04
ENSG00000227591,11.0,50.0,0.6428243459488392,1,16.0,0.08
ENSG00000227630,7.0,19.0,0.6226998481876679,2,12.0,0.2
ENSG00000227755,1.0,,,0,1.0,0.04
ENSG00000228065,1.0,0.0,0.0,0,1.0,0.12
ENSG00000228156,6.0,,,0,6.0,0.04
ENSG00000228288,5.857142857142857,20.47619047619047,0.7725716421414369,1,14.0,0.28
ENSG00000228303,1.0,0.0,0.0,0,1.0,0.16
ENSG00000228398,1.5,0.3,0.36514836923578825,0,2.0,0.24
ENSG00000228719,7.0,,,0,7.0,0.04
ENSG00000228754,5.0,,,0,5.0,0.04
ENSG00000228803,1.0,,,0,1.0,0.04
ENSG00000229124,10.75,46.916666666666664,0.637169692059517,1,21.0,0.16
ENSG00000229172,3.0,12.0,1.1547005345302497,0,7.0,0.12
ENSG00000229197,1.0,,,0,1.0,0.04
ENSG00000229314,40.0,,,1,40.0,0.04
ENSG00000229695,4.0,,,0,4.0,0.04
ENSG00000229754,3.0,,,0,3.0,0.04
ENSG00000229989,9.0,41.6,0.716645132385821,2,20.0,0.24
ENSG00000230074,4.0,9.0,0.7499999981250001,0,7.0,0.12
ENSG00000230191,2.0,4.0,0.999999995,0,5.0,0.16
ENSG00000230257,24.0,,,1,24.0,0.04
ENSG00000230300,3.5,12.5,1.0101525416660606,0,6.0,0.08
ENSG00000230305,2.0,2.0,0.7071067776510137,0,3.0,0.08
ENSG00000230461,6.0,2.0,0.23570226000267877,0,7.0,0.08
ENSG00000230587,4.666666666666667,0.33333333333333337,0.12371791456123857,0,5.0,0.12
ENSG00000230649,5.5,0.5,0.12856486907289072,0,6.0,0.08
ENSG00000230789,3.75,1.5833333333333333,0.33554819622834925,0,5.0,0.16
ENSG00000230839,4.75,20.25,0.9473684190581717,1,11.0,0.16
ENSG00000230927,5.0,,,0,5.0,0.04
ENSG00000231072,1.0,,,0,1.0,0.04
ENSG00000231123,13.0,,,1,13.0,0.04
ENSG00000231228,1.25,0.25,0.39999999680000003,0,2.0,0.16
ENSG00000231412,83.0,,,1,83.0,0.04
ENSG00000231441,4.0,0.0,0.0,0,4.0,0.08
ENSG00000231443,1.3333333333333333,0.3333333333333333,0.4330126986446241,0,2.0,0.12
ENSG00000231699,11.666666666666666,341.33333333333337,1.583589308419897,1,33.0,0.12
ENSG00000231725,6.0,,,0,6.0,0.04
ENSG00000231739,3.0,,,0,3.0,0.04
ENSG00000231905,6.0,,,0,6.0,0.04
ENSG00000232259,7.714285714285714,19.571428571428566,0.5734763906344572,2,16.0,0.28
ENSG00000232578,3.0,8.0,0.9428090384393667,0,5.0,0.08
ENSG00000232646,6.0,14.0,0.6236095634229742,0,10.0,0.16
ENSG00000232824,2.0,0.6666666666666666,0.40824828842262156,0,3.0,0.16
ENSG00000232878,3.5,4.5,0.6060915249996364,0,5.0,0.08
ENSG00000233203,5.0,,,0,5.0,0.04
ENSG00000233381,2.5,4.5,0.8485281340297445,0,4.0,0.08
ENSG00000233569,2.5,4.5,0.8485281340297445,0,4.0,0.08
ENSG00000233680,1.3333333333333333,0.3333333333333333,0.4330126986446241,0,2.0,0.12
ENSG00000233851,8.0,,,0,8.0,0.04
ENSG00000233955,7.0,,,0,7.0,0.04
ENSG00000234272,6.5,20.333333333333332,0.6937307301362442,1,12.0,0.16
ENSG00000234389,40.0,,,1,40.0,0.04
ENSG00000234607,9.0,,,0,9.0,0.04
ENSG00000235033,5.333333333333333,5.333333333333333,0.43301270108032053,0,8.0,0.12
ENSG00000235076,4.5,0.5,0.1571348399144887,0,5.0,0.08
ENSG00000235150,4.0,,,0,4.0,0.04
ENSG00000235191,6.0,0.0,0.0,0,6.0,0.08
ENSG00000235192,5.0,,,0,5.0,0.04
ENSG00000235339,1.5,0.5,0.47140451764833496,0,2.0,0.08
ENSG00000235834,4.0,,,0,4.0,0.04
ENSG00000235917,3.5,12.5,1.0101525416660606,0,6.0,0.08
ENSG00000235929,1.0,,,0,1.0,0.04
ENSG00000236345,5.0,2.0,0.2828427119089336,0,6.0,0.08
ENSG00000236525,14.5,144.5,0.829021742888351,1,23.0,0.08
ENSG00000237135,6.75,34.916666666666664,0.8754122407394305,1,15.0,0.16
ENSG00000237200,5.0,0.6666666666666666,0.16329931585894658,0,6.0,0.16
ENSG00000237263,1.0,0.0,0.0,0,1.0,0.08
ENSG00000237272,3.0,8.0,0.9428090384393667,0,5.0,0.08
ENSG00000237285,1.5714285714285714,0.619047619047619,0.5006882283852659,0,3.0,0.28
ENSG00000237483,1.0,0.0,0.0,0,1.0,0.08
ENSG00000237803,30.0,,,1,30.0,0.04
ENSG00000238160,17.0,,,1,17.0,0.04
ENSG00000238213,1.25,0.25,0.39999999680000003,0,2.0,0.16
ENSG00000238267,1.0,,,0,1.0,0.04
ENSG00000238273,1.0,,,0,1.0,0.04
ENSG00000239539,1.0,,,0,1.0,0.04
ENSG00000239839,13.0,50.0,0.5439282928020148,1,18.0,0.08
ENSG00000239924,2.2,7.200000000000001,1.2196734367286424,0,7.0,0.2
ENSG00000239969,4.0,0.0,0.0,0,4.0,0.08
ENSG00000240138,1.0,0.0,0.0,0,1.0,0.08
ENSG00000240499,6.0,,,0,6.0,0.04
ENSG00000240613,1.0,0.0,0.0,0,1.0,0.16
ENSG00000240723,7.0,,,0,7.0,0.04
ENSG00000241163,8.0,,,0,8.0,0.04
ENSG00000241520,6.0,,,0,6.0,0.04
ENSG00000241935,1.0,0.0,0.0,0,1.0,0.08
ENSG00000241984,4.0,13.0,0.9013878166125278,0,8.0,0.12
ENSG00000242221,1.0,,,0,1.0,0.04
ENSG00000242265,8.0,38.0,0.7705517494079323,2,18.0,0.24
ENSG00000242522,9.0,31.2,0.620632890144583,2,18.0,0.24
ENSG00000243175,3.0,6.0,0.8164965782060707,0,6.0,0.16
ENSG00000243273,8.0,,,0,8.0,0.04
ENSG00000243504,1.0,0.0,0.0,0,1.0,0.12
ENSG00000243806,9.0,,,0,9.0,0.04
ENSG00000243910,6.0,,,0,6.0,0.04
ENSG00000244019,5.0,,,0,5.0,0.04
ENSG00000244703,1.0,,,0,1.0,0.04
ENSG00000248288,1.0,0.0,0.0,0,1.0,0.08
ENSG00000248323,13.0,86.66666666666667,0.7161148734885753,2,24.0,0.16
ENSG00000248455,5.0,0.0,0.0,0,5.0,0.12
ENSG00000248531,1.0,,,0,1.0,0.04
ENSG00000248773,4.0,2.8,0.41833001222121274,0,6.0,0.24
ENSG00000248795,1.2857142857142858,0.5714285714285715,0.5879447312192279,0,3.0,0.28
ENSG00000248958,1.0,,,0,1.0,0.04
ENSG00000249019,6.0,17.5,0.6972166876163685,1,12.0,0.2
ENSG00000249286,8.0,,,0,8.0,0.04
ENSG00000249379,5.0,,,0,5.0,0.04
ENSG00000249637,8.333333333333334,57.33333333333333,0.9086253342376932,1,17.0,0.12
ENSG00000249662,1.0,,,0,1.0,0.04
ENSG00000249973,15.0,,,1,15.0,0.04
ENSG00000250069,5.0,4.0,0.3999999992,0,7.0,0.12
ENSG00000250215,3.6666666666666665,7.866666666666669,0.7649339603851849,0,8.0,0.24
ENSG00000250277,1.0,,,0,1.0,0.04
ENSG00000251201,4.0,2.0,0.3535533897093903,0,5.0,0.08
ENSG00000251203,8.0,,,0,8.0,0.04
ENSG00000251313,1.0,0.0,0.0,0,1.0,0.12
ENSG00000251323,6.5,0.5,0.1087856584767217,0,7.0,0.08
ENSG00000251356,3.5,12.5,1.0101525416660606,0,6.0,0.08
ENSG00000251405,4.0,,,0,4.0,0.04
ENSG00000251433,7.0,0.0,0.0,0,7.0,0.08
ENSG00000251463,2.0,1.6,0.6324555288713982,0,4.0,0.24
ENSG00000251667,4.625,10.839285714285714,0.7118501715259773,0,9.0,0.32
ENSG00000251680,1.5,0.5,0.47140451764833496,0,2.0,0.08
ENSG00000251682,2.75,1.5833333333333333,0.45756572168586707,0,4.0,0.16
ENSG00000251791,4.75,8.916666666666666,0.6286481694543868,0,8.0,0.16
ENSG00000252062,5.0,,,0,5.0,0.04
ENSG00000252680,6.0,8.0,0.47140452000535754,0,8.0,0.08
ENSG00000252915,7.25,24.25,0.6792315716007912,1,13.0,0.16
ENSG00000253043,8.5,0.5,0.08318903298290084,0,9.0,0.08
ENSG00000253284,2.0,,,0,2.0,0.04
ENSG00000253307,3.0,12.0,1.1547005345302497,0,7.0,0.12
ENSG00000253385,5.0,16.0,0.7999999984,0,9.0,0.12
ENSG00000253404,4.666666666666667,6.333333333333333,0.539273887078038,0,7.0,0.12
ENSG00000253519,8.0,2.0,0.176776695075666,0,9.0,0.08
ENSG00000253564,2.5,0.5,0.2828427113432482,0,3.0,0.08
ENSG00000253633,11.25,106.25,0.9162456937672617,2,22.0,0.16
ENSG00000253704,3.5,12.5,1.0101525416660606,0,6.0,0.08
ENSG00000253736,5.0,2.0,0.2828427119089336,0,6.0,0.08
ENSG00000253764,3.0,1.0,0.3333333322222222,0,4.0,0.12
ENSG00000253833,2.8333333333333335,2.166666666666667,0.5195153432445251,0,5.0,0.24
ENSG00000253930,5.375,11.982142857142858,0.6440043148929319,1,13.0,0.32
ENSG00000254205,2.0,,,0,2.0,0.04
ENSG00000254275,2.0,3.0,0.8660253994543117,0,4.0,0.12
ENSG00000254780,1.0,,,0,1.0,0.04
ENSG00000254789,94.0,10658.0,1.0982722344920555,2,167.0,0.08
ENSG00000254826,2.0,,,0,2.0,0.04
ENSG00000255092,4.0,,,0,4.0,0.04
ENSG00000255221,16.5,24.5,0.29998469486702944,2,20.0,0.08
ENSG00000255291,2.0,0.5,0.35355338882550685,0,3.0,0.2
ENSG00000255398,214.0,55112.0,1.097006781976466,2,380.0,0.08
ENSG00000255553,6.0,2.0,0.23570226000267877,0,7.0,0.08
ENSG00000255647,7.0,,,0,7.0,0.04
ENSG00000255760,11.5,12.5,0.3074377306833357,1,14.0,0.08
ENSG00000255801,6.0,,,0,6.0,0.04
ENSG00000255817,2.5,1.6666666666666667,0.5163977774287312,0,4.0,0.16
ENSG00000255860,3.0,,,0,3.0,0.04
ENSG00000255867,2.3333333333333335,5.333333333333334,0.9897433143690301,0,5.0,0.12
ENSG00000255970,5.5,40.5,1.1570838216560162,0,10.0,0.08
ENSG00000256209,1.0,0.0,0.0,0,1.0,0.08
ENSG00000256399,3.8333333333333335,2.9666666666666663,0.44932210953268364,0,6.0,0.24
ENSG00000256987,4.75,26.916666666666668,1.0922373602460533,1,12.0,0.16
ENSG00000257005,1.0,,,0,1.0,0.04
ENSG00000257017,38.2,3549.7,1.5596690792199879,3,144.0,0.2
ENSG00000257539,3.6666666666666665,14.333333333333336,1.0325287873295168,0,8.0,0.12
ENSG00000257668,1.0,,,0,1.0,0.04
ENSG00000257715,6.0,,,0,6.0,0.04
ENSG00000257835,4.0,,,0,4.0,0.04
ENSG00000257878,4.0,,,0,4.0,0.04
ENSG00000257949,1.0,,,0,1.0,0.04
ENSG00000258021,2.0,2.0,0.7071067776510137,0,3.0,0.08
ENSG00000258130,1.0,0.0,0.0,0,1.0,0.08
ENSG00000258256,3.0,2.0,0.47140451921968335,0,4.0,0.08
ENSG00000258448,5.0,,,0,5.0,0.04
ENSG00000258550,1.0,,,0,1.0,0.04
ENSG00000258811,4.833333333333333,5.366666666666667,0.4792979398054265,0,8.0,0.24
ENSG00000258819,14.5,84.5,0.6339578033852096,1,21.0,0.08
ENSG00000258960,1.0,0.0,0.0,0,1.0,0.08
ENSG00000259161,5.0,8.0,0.5656854238178672,0,7.0,0.08
ENSG00000259376,4.2,11.200000000000001,0.7968190709924075,0,9.0,0.2
ENSG00000259520,6.5,12.5,0.5439282923836084,0,9.0,0.08
ENSG00000259556,5.833333333333333,10.566666666666666,0.5572527354623049,0,10.0,0.24
ENSG00000259589,5.5,4.5,0.38569460721867205,0,7.0,0.08
ENSG00000259600,4.0,8.0,0.7071067794187806,0,6.0,0.08
ENSG00000259705,8.0,,,0,8.0,0.04
ENSG00000259755,7.0,16.666666666666668,0.5832118426866446,0,10.0,0.16
ENSG00000259770,3.0,8.0,0.9428090384393667,0,5.0,0.08
ENSG00000259792,5.0,0.0,0.0,0,5.0,0.08
ENSG00000259935,6.5,4.5,0.326356975430165,0,8.0,0.08
ENSG00000260078,21.4,1496.2999999999997,1.807571829757935,2,90.0,0.2
ENSG00000260087,1.0,0.0,0.0,0,1.0,0.12
ENSG00000260366,7.0,,,0,7.0,0.04
ENSG00000260467,4.0,8.0,0.7071067794187806,0,6.0,0.08
ENSG00000260518,7.0,66.5,1.1649647433571997,2,19.0,0.2
ENSG00000260618,5.666666666666667,8.333333333333332,0.509426707209505,0,9.0,0.12
ENSG00000260860,3.0,,,0,3.0,0.04
ENSG00000260905,1.0,,,0,1.0,0.04
ENSG00000261024,4.0,,,0,4.0,0.04
ENSG00000261053,1.0,,,0,1.0,0.04
ENSG00000261229,6.166666666666667,19.766666666666666,0.7209684247323175,1,14.0,0.24
ENSG00000261235,8.0,,,0,8.0,0.04
ENSG00000261267,3.5,12.5,1.0101525416660606,0,6.0,0.08
ENSG00000261437,1.0,,,0,1.0,0.04
ENSG00000261758,1.0,0.0,0.0,0,1.0,0.08
ENSG00000261801,5.0,,,0,5.0,0.04
ENSG00000261839,5.5,4.5,0.38569460721867205,0,7.0,0.08
ENSG00000262500,2.6666666666666665,4.333333333333334,0.7806247468724572,0,5.0,0.12
ENSG00000262714,6.333333333333333,30.333333333333336,0.8696164008299903,1,12.0,0.12
ENSG00000263264,3.5,4.5,0.6060915249996364,0,5.0,0.08
ENSG00000264217,8.0,,,0,8.0,0.04
ENSG00000264644,5.0,,,0,5.0,0.04
ENSG00000264840,2.0,,,0,2.0,0.04
ENSG00000265145,6.0,,,0,6.0,0.04
ENSG00000265315,1.0,,,0,1.0,0.04
ENSG00000265666,17.0,72.0,0.49913419819101335,2,23.0,0.08
ENSG00000265817,5.0,5.5,0.4690415750442598,0,7.0,0.2
ENSG00000266397,12.0,,,1,12.0,0.04
ENSG00000266467,4.0,,,0,4.0,0.04
ENSG00000266835,1.0,,,0,1.0,0.04
ENSG00000266891,6.4,37.300000000000004,0.9542769662965966,1,17.0,0.2
ENSG00000266913,7.0,,,0,7.0,0.04
ENSG00000266946,4.0,3.0,0.43301270080968757,0,6.0,0.12
ENSG00000267219,3.0,3.5,0.623609562383625,0,5.0,0.2
ENSG00000267340,8.333333333333334,105.06666666666665,1.230024388526055,1,29.0,0.24
ENSG00000267504,5.0,2.0,0.2828427119089336,0,6.0,0.08
ENSG00000267638,5.0,,,0,5.0,0.04
ENSG00000267656,2.0,3.0,0.8660253994543117,0,4.0,0.12
ENSG00000267682,4.833333333333333,6.166666666666667,0.5137815308594638,0,8.0,0.24
ENSG00000268116,1.0,,,0,1.0,0.04
ENSG00000268460,1.6666666666666667,1.3333333333333335,0.6928203188706291,0,3.0,0.12
ENSG00000268555,21.0,,,1,21.0,0.04
ENSG00000268744,5.6,28.3,0.9499597181800996,1,14.0,0.2
ENSG00000268833,6.0,,,0,6.0,0.04
ENSG00000268992,1.3333333333333333,0.3333333333333333,0.4330126986446241,0,2.0,0.12
ENSG00000269099,2.0,,,0,2.0,0.04
ENSG00000269194,4.4,4.8,0.49792959660031094,0,7.0,0.2
ENSG00000269927,5.5,5.5,0.42640143193594554,0,7.0,0.24
ENSG00000270210,14.0,,,1,14.0,0.04
ENSG00000270218,3.3333333333333335,6.333333333333334,0.7549834412621247,0,6.0,0.12
ENSG00000270361,9.0,,,0,9.0,0.04
ENSG00000270488,1.0,0.0,0.0,0,1.0,0.08
ENSG00000270697,4.0,,,0,4.0,0.04
ENSG00000270722,5.0,,,0,5.0,0.04
ENSG00000270742,4.0,4.0,0.49999999875,0,6.0,0.12
ENSG00000270885,6.0,8.0,0.47140452000535754,0,8.0,0.08
ENSG00000271013,3.0,,,0,3.0,0.04
ENSG00000271303,11.0,,,1,11.0,0.04
ENSG00000271314,9.0,,,0,9.0,0.04
ENSG00000271370,6.0,,,0,6.0,0.04
ENSG00000271412,1.0,,,0,1.0,0.04
ENSG00000271615,4.0,7.0,0.6614378261125531,0,6.0,0.12
ENSG00000271817,3.5,12.5,1.0101525416660606,0,6.0,0.08
ENSG00000272055,3.0,,,0,3.0,0.04
ENSG00000272398,28.666666666666668,2972.2666666666673,1.901808082697869,2,138.0,0.24
ENSG00000273133,11.0,7.0,0.24052284624176018,2,13.0,0.12
ENSG00000273272,4.8,6.7,0.5392574616075797,0,8.0,0.2
ENSG00000273320,10.0,,,0,10.0,0.04
ENSG00000273451,6.5,0.5,0.1087856584767217,0,7.0,0.08
ENSG00000273454,4.0,0.0,0.0,0,4.0,0.08
ENSG00000273540,1.0,,,0,1.0,0.04
ENSG00000273742,4.0,,,0,4.0,0.04
ENSG00000273982,3.0,8.0,0.9428090384393667,0,5.0,0.08
ENSG00000274213,6.0,8.0,0.47140452000535754,0,8.0,0.08
ENSG00000274258,9.0,,,0,9.0,0.04
ENSG00000274280,3.0,8.0,0.9428090384393667,0,5.0,0.08
ENSG00000274308,4.0,27.0,1.2990381024290627,0,10.0,0.12
ENSG00000274598,4.333333333333333,4.333333333333333,0.4803844603066819,0,6.0,0.12
ENSG00000274697,1.0,,,0,1.0,0.04
ENSG00000275141,5.0,,,0,5.0,0.04
ENSG00000275162,1.5,0.5,0.47140451764833496,0,2.0,0.08
ENSG00000275227,8.0,18.0,0.530330085226998,1,11.0,0.08
ENSG00000276054,1.5,0.5,0.47140451764833496,0,2.0,0.08
ENSG00000276644,20.0,338.0,0.9192388150828923,1,33.0,0.08
ENSG00000276667,1.2,0.2,0.37267799314431505,0,2.0,0.2
ENSG00000276746,2.0,,,0,2.0,0.04
ENSG00000277589,3.5,12.5,1.0101525416660606,0,6.0,0.08
ENSG00000277639,1.0,,,0,1.0,0.04
ENSG00000277668,2.0,,,0,2.0,0.04
ENSG00000278040,10.0,,,0,10.0,0.04
ENSG00000278195,4.0,,,0,4.0,0.04
ENSG00000278231,8.5,40.5,0.7487012968461075,1,13.0,0.08
ENSG00000278346,1.0,,,0,1.0,0.04
ENSG00000278598,6.0,2.0,0.23570226000267877,0,7.0,0.08
ENSG00000278829,4.6,7.3,0.5873589589886239,0,9.0,0.2
ENSG00000279020,6.8,10.2,0.46966821762317357,1,11.0,0.2
ENSG00000279416,4.0,2.0,0.3535533897093903,0,5.0,0.08
ENSG00000279511,10.0,,,0,10.0,0.04
ENSG00000279584,3.5,0.3333333333333333,0.16495721929715815,0,4.0,0.16
ENSG00000279622,5.0,0.0,0.0,0,5.0,0.08
